,Title,Authors,referencia,Abstract,Author Keywords,fonte
artivo289,"""Capitulos de uma Historia: a decisao do STF sobre uniao homoafetiva a luz do direito como integridade""","""Maues_ Antonio Moreira""","""Revista de Gestao USP, 2018, Vol.25(1), p.2(7) [Periódico revisado por pares]""","""Purpose--The text is the result of research carried out at undergraduate and post-graduate levels. This think-box corresponds to a collection of ideas and reflections debated in a roundtable that discussed issues related to access and career limitations for women, especially for black women. In this sense, the purpose of this paper is to present, analytically, data that demonstrate the unequal conditions by gender and race. Design/methodology/approach--The selected approach was qualitative in a critical perspective. Findings--The discussion elicits important social markers to establish difference, and thereby promote exclusion. Reflection on these issues needs to go beyond academic boundaries and reach the business community, perhaps worldwide, sensitizing them to the urgent need to revise biased methods and procedures that are crystallized. It is necessary to create conditions for a more balanced and humane look at women, especially black women. And, in this way ensure fairness in the treatment of people in all aspects, especially in educational spaces and the labor market. Research limitations/implications--The difficulty in identifying some systematized data limits the condition of broadening our view to points that have been discussed in the text, such as where are the 6 percent of black executive women. Practical implications--It is hoped that this paper may elicit reflections on the current social exclusionary context, and subsidize practices on a more equitable basis observing gender and race. Social implications--Socially speaking, it is hoped that this discussion could guide actions to eliminate or reduce the gap, mainly through specific public policies to address the issues of women in Brazil. Originality/value--It is the parallel discussion of gender and race in the business sector, where the subjects were scarcely explored, and the critical theory was used as a basis of analysis. Keywords Gender, Race, Labour market, Woman Paper type Viewpoint """,,"""Cengage Learning"""
artivo290,"""NOVAS FORMAS DE COMBATER A DISCRIMINACAO: CONVENCOES INTERAMERICANAS CONTRA O RACISMO, TODAS AS FORMAS DE DISCRIMINACAO E INTOLERANCIA""","""Perrone_ Christian""","""Lex Humana, 2014, Vol.6(2), p.27(10) [Periódico revisado por pares]""","""The political polarization was always one of the important points for formation of discriminatory movements. Brazil is living a historical moment in its recently restored democratic way. The party politics generated one of the most intransigent elections of the history. This great opportunity carries with itself the challenge of how to deal with this tension; as well to generate mechanisms so that this doesn't articule in intolerance, racism and discrimination. In the present article, we seek to give a vision of a possible institutional solution for this problem. We intend to treat the issue by an international perspective and construction of legal structures that can distend and deflect the difficulty and, if necessary, to stop it in its origin or even to punish it a posteriori. The goal is to comment on about the Interamerican Conventions Against Racism, Racial Discrimination and Forms Correlate of Intolerance; and Against every Form of Discrimination and Intolerance... """,,"""Cengage Learning"""
artivo291,"""ADESÃO DA UERN AO ENEM E A DEMOCRATIZAÇÃO DO ACESSO AO ENSINO SUPERIOR""","""Santos_ J | Silva_ M | Melo_ S""","""HOLOS, 2017, Vol.33(3), pp.16-31 [Periódico revisado por pares]""","""The present study aims to understand the processes of democratization of access to higher education at UERN, by facilitating, expanding and universalizing access to undergraduate courses offered by it. In this context, we look at the gains that the adhesion to Enem/Sisu by UERN represents for the access to higher education in the Institution. [...]the data on Enem, Sisu and the university's adhesion process, among others, were obtained from searches for news and reports on the INEP portal, SISU, ENEM and UERN, mainly. A Universidade do Grande ABC (UniABC), de Sao Caetano do Sul (SP), foi mais ousada, ao comunicar ao Inep sobre a substituiçao do vestibular do ano 2000 pelos resultados do Enem de 1999, tornando-se, assim, a primeira instituiçao de ensino superior do país a decretar o fim do vestibular. © """,,"""ProQuest"""
artivo292,"""Que feminismo é esse que nasce na horta?""","""Paulilo_ Maria""","""Política & Sociedade, 2016, Vol.15, pp.296-316 [Periódico revisado por pares]""","""Procuramos mostrar a necessidade de uma prévia adequaçâo das teorías feministas para tentarmos explicar o feminismo que faz parte dos ideais do Movimento de Mulheres Camponesas (MMC), organizaçâo presente no Brasil desde 1983, que só se considerou feminista em 2010. É preciso evitar certo evolucionismo presente quando se compara campo e cidade. Para isso, o conceito de ""transmodernidade"" de Rodríguez Magda (2007) torna-se frutífero, porque nao trabalha com noçôes evolucionistas do feminismo, mas diz que elementos de diferentes correntes, antigas e recentes, aparecem combinados nas atuais. A autora nao considera as novas correntes mais ""corretas"" que as antigas, prefere falar das ""ficçôes úteis"" que mobilizam os movimentos e, portanto, sao ""reais"". Para buscarmos essas ""ficçôes úteis"" será preciso revisao histórica das correntes que trouxeram elementos ao feminismo das agricultoras. Para explicar a prática das militantes, propomos o uso dos conceitos de ""experiencia"", de Scott (1999), e... © """,,"""ProQuest"""
artivo293,"""Women out of Place? A Micro-historical Perspective on the Black Feminist Movement in Salvador da Bahia Brazil 1""","""Mccallum_ Cecilia""","""Journal of Latin American Studies, Feb 2007, Vol.39(1), p.55 [Periódico revisado por pares]""","""In Brazil, black women are symbolically and practically associated with domestic work. The article examines feminist responses to black women's place in the socio-economic hierarchy of the city of Salvador, Bahia. These include proposals to introduce affirmative action and a 'politics of presence', involving... © """,,"""ProQuest"""
artivo294,"""Polícia Militar é lugar de mulher?""","""Ribeiro_ Ludmila""","""Estudos Feministas, 2018, Vol.26(1) [Periódico revisado por pares]""","""In this paper, we analyze the perceptions of Brazilian military police forces regarding the woman’s place in these corporations. To achieve this aim, we scrutinized the data gathered through a survey answered by 5,741 military police officers, from both sexes, in February 2015. We paid special attention... © """,,"""ProQuest"""
artivo295,"""A gênese da juventude mal escolarizada""","""Rosistolato_ Rodrigo 2010""","""Política & Sociedade, May-Aug 2018, Vol.17(39), pp.313-343 [Periódico revisado por pares]""","""O Brasil é considerado como um dos países de distribuiçâo de renda mais desigual no mundo contemporáneo. Entretanto, nele nao emerge nenhuma crítica social específica da assimetria de recursos materiais. O artigo discute algumas hipóteses para explicar essa realidade aparentemente ilógica. Responde fundamentalmente... © """,,"""ProQuest"""
artivo296,"""ENTRE A “AUTOELIMINAÇÃO” E O ENFRENTAMENTO INCERTO: disposições e dissonâncias frente ao ensino superior público""","""Eduardo Vilar Bonaldi""","""Politica & Trabalho, 2018, Issue 49, pp.246-265 [Periódico revisado por pares]""","""A partir da tendência à “autoeliminação” escolar entre jovens de meios populares, tendência classicamente identificada pela literatura pertinente, conforme exposto na discussão teórica que inicia o artigo, o texto busca evidenciar trajetos e agenciamentos de socialização familiar que operam contra a... © """,,"""ProQuest"""
artivo297,"""Legislação, educação e política: percepções sociais sobre a Lei de Diretrizes e Bases e o Plano Nacional de Educação (2011-2020)""",""" ""","""Política & Sociedade, May-Aug 2014, Vol.13(27), pp.77-109 [Periódico revisado por pares]""","""Neste texto, estuda-se a relaçào educaçào/legislaçào, na perspectiva da Sociología Política, com base nas percepçôes de cidadäos sobre a Lei de Diretrizes e Bases da Educaçào Nacional (LDB) e o Plano Nacional de Educaçào (PNE) (2011 -2020), a partir das seguintes questôes: quai o grau de conhecimento da populaçào sobre a LDB em seus I5 anos de vigencia? Quai o nivel de intéresse do público sobre o PNE e quais suas expectativas? A metodología consiste na técnica de survey, corn aplicaçào de questionàrio corn amostragem nacional de 1.010 informantes, além de pesquisa bibliográfica e documental. O escopo teórico é focado na sociología política weberiana, na qual educaçào e legislaçào säo vistas como resultantes históricas da racionalizaçào ocidental. Os dados indicam pouco intéresse popular pela LDB e pelo PNE. Entretanto, a variável escolaridade eleva o nivel de conhecimento/interesse. O tema é reconhecido como nacionalmente relevante, mas a conotaçào política é pouco destacada, sobretudo... © """,,"""ProQuest"""
artivo298,"""População-sacer e democracia racial no Brasil""","""Mozart Linhares Dasilva""","""Sociedade e Estado, Sep/Dec 2017, Vol.32(3), p.593 [Periódico revisado por pares]""","""From the consideration about biopolitics by Michel Foucault and Giorgio Agamben, this article analyzes the construction of black population as population-sacer in an emergency context from the so called ideological racial democracy in Brazil in the first half of 20th century. It problematizes the racial..""",,
artivo299,"""Mobilidade social, valores morais e segregação espacial""","""Medeiros_ Marcelo 2010""","""Sociologia, 2019, Vol.37, pp.97-122 [Periódico revisado por pares]""","""The article discusses the permanence of intolerance and religious violence in Brazil, searching in documentary sources of the Catholic Church, commercial treaties and the Brazilian Constitutions information and data regarding the subject. Throughout history,... © """,,"""ProQuest"""
artivo300,"""Desumanizacao da populacao negra: genocidio como principio tacito do capitalismo.(Lutas, Cidadania e Direitos Humanos)""","""Almeida_ Magali Da Silva""","""Em Pauta, 2014, Vol.12(34), p.131(24) [Periódico revisado por pares]""","""Este artigo apresenta algumas reflexoes acerca do genocidio da populacao negra, expressao da violencia racial institucionalizada no Brasil. Privilegiou-se a analise de indicadores sociorraciais para compreender a desigualdade racial na Diaspora Negra e perceber que a experiencia da populacao negra e marcada por multiplos e contraditorios processos antinegros. Os estudos criticos e contemporaneos da Diaspora sao os fundamentos para uma interpretacao do racismo antinegro. As raizes deste remontam a emergencia do Estado moderno e colonial, e suas ideologias e praticas discriminatorias reconfiguradas ao longo do desenvolvimento do capitalismo. O estudo adota o conceito de Diaspora Negra como genocidio, mas abre as possibilidades de multiplas resistencias e lutas pela materializacao e emancipacao humana. Palavras chave: raca; genocidio; terror racial; resistencias; emancipacao humana. """,,"""Cengage Learning"""
